fathmm	lrt	mutass	muttaster	provean	pph2_hdiv	pph2_hvar	sift	predict	benign	pathogenic
D	N	N	D	D	P	B	D	B	0.609	0.391
D	N	N	D	D	P	B	T	B	0.818	0.182
D	N	N	D	D	P	D	D	P	0.309	0.691
D	N	N	D	D	P	D	T	B	0.594	0.406
D	N	N	D	D	P	P	D	P	0.424	0.576
D	N	N	D	D	P	P	T	B	0.626	0.374
D	N	N	D	N	B	B	D	B	0.975	0.025
D	N	N	D	N	B	B	T	B	0.997	0.003
D	N	N	D	N	B	D	D	B	0.718	0.282
D	N	N	D	N	B	D	T	B	0.893	0.107
D	N	N	D	N	B	P	D	B	0.803	0.197
D	N	N	D	N	B	P	T	B	0.905	0.095
D	N	N	D	N	D	B	D	B	0.861	0.139
D	N	N	D	N	D	B	T	B	0.936	0.064
D	N	N	D	N	D	D	D	B	0.648	0.352
D	N	N	D	N	D	D	T	B	0.855	0.145
D	N	N	D	N	D	P	D	B	0.825	0.175
D	N	N	D	N	D	P	T	B	0.917	0.083
D	N	N	D	N	P	B	D	B	0.936	0.064
D	N	N	D	N	P	B	T	B	0.989	0.011
D	N	N	D	N	P	D	D	B	0.67	0.33
D	N	N	D	N	P	D	T	B	0.885	0.115
D	N	N	D	N	P	P	D	B	0.86	0.14
D	N	N	D	N	P	P	T	B	0.937	0.063
D	N	N	N	D	B	B	D	B	0.864	0.136
D	N	N	N	D	B	B	T	B	0.958	0.042
D	N	N	N	D	B	D	D	B	0.578	0.422
D	N	N	N	D	B	D	T	B	0.767	0.233
D	N	N	N	D	B	P	D	B	0.682	0.318
D	N	N	N	D	B	P	T	B	0.803	0.197
D	N	N	N	D	D	B	D	B	0.694	0.306
D	N	N	N	D	D	B	T	B	0.77	0.23
D	N	N	N	D	D	D	D	P	0.438	0.562
D	N	N	N	D	D	D	T	B	0.639	0.361
D	N	N	N	D	D	P	D	B	0.642	0.358
D	N	N	N	D	D	P	T	B	0.739	0.261
D	N	N	N	D	P	B	D	B	0.805	0.195
D	N	N	N	D	P	B	T	B	0.916	0.084
D	N	N	N	D	P	D	D	B	0.512	0.488
D	N	N	N	D	P	D	T	B	0.723	0.277
D	N	N	N	D	P	P	D	B	0.628	0.372
D	N	N	N	D	P	P	T	B	0.768	0.232
D	N	N	N	N	B	B	D	B	0.991	0.009
D	N	N	N	N	B	B	T	B	0.999	0.001
D	N	N	N	N	B	D	D	B	0.798	0.202
D	N	N	N	N	B	D	T	B	0.913	0.087
D	N	N	N	N	B	P	D	B	0.921	0.079
D	N	N	N	N	B	P	T	B	0.933	0.067
D	N	N	N	N	D	B	D	B	0.943	0.057
D	N	N	N	N	D	B	T	B	0.978	0.022
D	N	N	N	N	D	D	D	B	0.761	0.239
D	N	N	N	N	D	D	T	B	0.9	0.1
D	N	N	N	N	D	P	D	B	0.93	0.07
D	N	N	N	N	D	P	T	B	0.96	0.04
D	N	N	N	N	P	B	D	B	0.977	0.023
D	N	N	N	N	P	B	T	B	0.997	0.003
D	N	N	N	N	P	D	D	B	0.757	0.243
D	N	N	N	N	P	D	T	B	0.907	0.093
D	N	N	N	N	P	P	D	B	0.95	0.05
D	N	N	N	N	P	P	T	B	0.982	0.018
D	N	N	P	D	B	B	D	B	0.797	0.203
D	N	N	P	D	B	B	T	B	0.921	0.079
D	N	N	P	D	B	D	D	B	0.573	0.427
D	N	N	P	D	B	D	T	B	0.754	0.246
D	N	N	P	D	B	P	D	B	0.603	0.397
D	N	N	P	D	B	P	T	B	0.753	0.247
D	N	N	P	D	D	B	D	B	0.618	0.382
D	N	N	P	D	D	B	T	B	0.75	0.25
D	N	N	P	D	D	D	D	P	0.447	0.553
D	N	N	P	D	D	D	T	B	0.646	0.354
D	N	N	P	D	D	P	D	B	0.538	0.462
D	N	N	P	D	D	P	T	B	0.686	0.314
D	N	N	P	D	P	B	D	B	0.737	0.263
D	N	N	P	D	P	B	T	B	0.859	0.141
D	N	N	P	D	P	D	D	B	0.522	0.478
D	N	N	P	D	P	D	T	B	0.703	0.297
D	N	N	P	D	P	P	D	B	0.599	0.401
D	N	N	P	D	P	P	T	B	0.714	0.286
D	N	N	P	N	B	B	D	B	0.981	0.019
D	N	N	P	N	B	B	T	B	0.998	0.002
D	N	N	P	N	B	D	D	B	0.785	0.215
D	N	N	P	N	B	D	T	B	0.908	0.092
D	N	N	P	N	B	P	D	B	0.855	0.145
D	N	N	P	N	B	P	T	B	0.91	0.09
D	N	N	P	N	D	B	D	B	0.89	0.11
D	N	N	P	N	D	B	T	B	0.956	0.044
D	N	N	P	N	D	D	D	B	0.73	0.27
D	N	N	P	N	D	D	T	B	0.883	0.117
D	N	N	P	N	D	P	D	B	0.857	0.143
D	N	N	P	N	D	P	T	B	0.92	0.08
D	N	N	P	N	P	B	D	B	0.946	0.054
D	N	N	P	N	P	B	T	B	0.987	0.013
D	N	N	P	N	P	D	D	B	0.743	0.257
D	N	N	P	N	P	D	T	B	0.898	0.102
D	N	N	P	N	P	P	D	B	0.883	0.117
D	N	N	P	N	P	P	T	B	0.931	0.069
D	U	H	A	D	B	B	D	P	0.073	0.927
D	U	H	A	D	B	B	T	P	0.259	0.741
D	U	H	A	D	B	D	D	P	0.045	0.955
D	U	H	A	D	B	D	T	P	0.144	0.856
D	U	H	A	D	B	P	D	P	0.051	0.949
D	U	H	A	D	B	P	T	P	0.142	0.858
D	U	H	A	D	D	B	D	P	0.032	0.968
D	U	H	A	D	D	B	T	P	0.144	0.856
D	U	H	A	D	D	D	D	P	0	1
D	U	H	A	D	D	D	T	P	0.023	0.977
D	U	H	A	D	D	P	D	P	0.002	0.998
D	U	H	A	D	D	P	T	P	0.053	0.947
D	U	H	A	D	P	B	D	P	0.04	0.96
D	U	H	A	D	P	B	T	P	0.211	0.789
D	U	H	A	D	P	D	D	P	0.007	0.993
D	U	H	A	D	P	D	T	P	0.103	0.897
D	U	H	A	D	P	P	D	P	0.004	0.996
D	U	H	A	D	P	P	T	P	0.092	0.908
D	U	H	A	N	B	B	D	P	0.338	0.662
D	U	H	A	N	B	B	T	P	0.435	0.565
D	U	H	A	N	B	D	D	P	0.194	0.806
D	U	H	A	N	B	D	T	P	0.271	0.729
D	U	H	A	N	B	P	D	P	0.201	0.799
D	U	H	A	N	B	P	T	P	0.274	0.726
D	U	H	A	N	D	B	D	P	0.25	0.75
D	U	H	A	N	D	B	T	P	0.342	0.658
D	U	H	A	N	D	D	D	P	0.066	0.934
D	U	H	A	N	D	D	T	P	0.131	0.869
D	U	H	A	N	D	P	D	P	0.128	0.872
D	U	H	A	N	D	P	T	P	0.175	0.825
D	U	H	A	N	P	B	D	P	0.222	0.778
D	U	H	A	N	P	B	T	P	0.376	0.624
D	U	H	A	N	P	D	D	P	0.119	0.881
D	U	H	A	N	P	D	T	P	0.231	0.769
D	U	H	A	N	P	P	D	P	0.134	0.866
D	U	H	A	N	P	P	T	P	0.241	0.759
D	U	H	D	D	B	B	D	P	0.132	0.868
D	U	H	D	D	B	B	T	B	0.542	0.458
D	U	H	D	D	B	D	D	P	0.052	0.948
D	U	H	D	D	B	D	T	P	0.28	0.72
D	U	H	D	D	B	P	D	P	0.046	0.954
D	U	H	D	D	B	P	T	P	0.298	0.702
D	U	H	D	D	D	B	D	P	0.06	0.94
D	U	H	D	D	D	B	T	P	0.29	0.71
D	U	H	D	D	D	D	D	P	0	1
D	U	H	D	D	D	D	T	P	0.048	0.952
D	U	H	D	D	D	P	D	P	0.005	0.995
D	U	H	D	D	D	P	T	P	0.129	0.871
D	U	H	D	D	P	B	D	P	0.076	0.924
D	U	H	D	D	P	B	T	P	0.4	0.6
D	U	H	D	D	P	D	D	P	0.013	0.987
D	U	H	D	D	P	D	T	P	0.169	0.831
D	U	H	D	D	P	P	D	P	0.009	0.991
D	U	H	D	D	P	P	T	P	0.182	0.818
D	U	H	D	N	B	B	D	B	0.607	0.393
D	U	H	D	N	B	B	T	B	0.793	0.207
D	U	H	D	N	B	D	D	P	0.348	0.652
D	U	H	D	N	B	D	T	B	0.52	0.48
D	U	H	D	N	B	P	D	P	0.371	0.629
D	U	H	D	N	B	P	T	B	0.536	0.464
D	U	H	D	N	D	B	D	P	0.402	0.598
D	U	H	D	N	D	B	T	B	0.57	0.43
D	U	H	D	N	D	D	D	P	0.152	0.848
D	U	H	D	N	D	D	T	P	0.297	0.703
D	U	H	D	N	D	P	D	P	0.27	0.73
D	U	H	D	N	D	P	T	P	0.388	0.612
D	U	H	D	N	P	B	D	P	0.473	0.527
D	U	H	D	N	P	B	T	B	0.716	0.284
D	U	H	D	N	P	D	D	P	0.294	0.706
D	U	H	D	N	P	D	T	P	0.461	0.539
D	U	H	D	N	P	P	D	P	0.314	0.686
D	U	H	D	N	P	P	T	B	0.506	0.494
D	U	H	N	D	B	B	D	P	0.457	0.543
D	U	H	N	D	B	B	T	B	0.671	0.329
D	U	H	N	D	B	D	D	P	0.256	0.744
D	U	H	N	D	B	D	T	P	0.418	0.582
D	U	H	N	D	B	P	D	P	0.34	0.66
D	U	H	N	D	B	P	T	P	0.491	0.509
D	U	H	N	D	D	B	D	P	0.316	0.684
D	U	H	N	D	D	B	T	P	0.435	0.565
D	U	H	N	D	D	D	D	P	0.119	0.881
D	U	H	N	D	D	D	T	P	0.195	0.805
D	U	H	N	D	D	P	D	P	0.295	0.705
D	U	H	N	D	D	P	T	P	0.373	0.627
D	U	H	N	D	P	B	D	P	0.335	0.665
D	U	H	N	D	P	B	T	B	0.555	0.445
D	U	H	N	D	P	D	D	P	0.171	0.829
D	U	H	N	D	P	D	T	P	0.339	0.661
D	U	H	N	D	P	P	D	P	0.246	0.754
D	U	H	N	D	P	P	T	P	0.417	0.583
D	U	H	N	N	B	B	D	B	0.724	0.276
D	U	H	N	N	B	B	T	B	0.831	0.169
D	U	H	N	N	B	D	D	P	0.476	0.524
D	U	H	N	N	B	D	T	B	0.61	0.39
D	U	H	N	N	B	P	D	B	0.547	0.453
D	U	H	N	N	B	P	T	B	0.635	0.365
D	U	H	N	N	D	B	D	B	0.587	0.413
D	U	H	N	N	D	B	T	B	0.708	0.292
D	U	H	N	N	D	D	D	P	0.347	0.653
D	U	H	N	N	D	D	T	P	0.483	0.517
D	U	H	N	N	D	P	D	B	0.523	0.477
D	U	H	N	N	D	P	T	B	0.596	0.404
D	U	H	N	N	P	B	D	B	0.62	0.38
D	U	H	N	N	P	B	T	B	0.774	0.226
D	U	H	N	N	P	D	D	P	0.426	0.574
D	U	H	N	N	P	D	T	B	0.579	0.421
D	U	H	N	N	P	P	D	B	0.526	0.474
D	U	H	N	N	P	P	T	B	0.639	0.361
D	U	H	P	D	B	B	D	P	0.421	0.579
D	U	H	P	D	B	B	T	B	0.626	0.374
D	U	H	P	D	B	D	D	P	0.383	0.617
D	U	H	P	D	B	D	T	P	0.476	0.524
D	U	H	P	D	B	P	D	P	0.372	0.628
D	U	H	P	D	B	P	T	P	0.474	0.526
D	U	H	P	D	D	B	D	P	0.371	0.629
D	U	H	P	D	D	B	T	P	0.483	0.517
D	U	H	P	D	D	D	D	P	0.373	0.627
D	U	H	P	D	D	D	T	P	0.352	0.648
D	U	H	P	D	D	P	D	P	0.37	0.63
D	U	H	P	D	D	P	T	P	0.405	0.595
D	U	H	P	D	P	B	D	P	0.393	0.607
D	U	H	P	D	P	B	T	B	0.565	0.435
D	U	H	P	D	P	D	D	P	0.362	0.638
D	U	H	P	D	P	D	T	P	0.419	0.581
D	U	H	P	D	P	P	D	P	0.375	0.625
D	U	H	P	D	P	P	T	P	0.423	0.577
D	U	H	P	N	B	B	D	B	0.698	0.302
D	U	H	P	N	B	B	T	B	0.822	0.178
D	U	H	P	N	B	D	D	B	0.534	0.466
D	U	H	P	N	B	D	T	B	0.646	0.354
D	U	H	P	N	B	P	D	B	0.546	0.454
D	U	H	P	N	B	P	T	B	0.64	0.36
D	U	H	P	N	D	B	D	B	0.559	0.441
D	U	H	P	N	D	B	T	B	0.685	0.315
D	U	H	P	N	D	D	D	P	0.419	0.581
D	U	H	P	N	D	D	T	B	0.519	0.481
D	U	H	P	N	D	P	D	P	0.481	0.519
D	U	H	P	N	D	P	T	B	0.558	0.442
D	U	H	P	N	P	B	D	B	0.609	0.391
D	U	H	P	N	P	B	T	B	0.758	0.242
D	U	H	P	N	P	D	D	P	0.48	0.52
D	U	H	P	N	P	D	T	B	0.603	0.397
D	U	H	P	N	P	P	D	B	0.511	0.489
D	U	H	P	N	P	P	T	B	0.634	0.366
D	U	M	A	D	B	B	D	P	0.107	0.893
D	U	M	A	D	B	B	T	P	0.254	0.746
D	U	M	A	D	B	D	D	P	0.067	0.933
D	U	M	A	D	B	D	T	P	0.145	0.855
D	U	M	A	D	B	P	D	P	0.098	0.902
D	U	M	A	D	B	P	T	P	0.149	0.851
D	U	M	A	D	D	B	D	P	0.048	0.952
D	U	M	A	D	D	B	T	P	0.162	0.838
D	U	M	A	D	D	D	D	P	0	1
D	U	M	A	D	D	D	T	P	0.025	0.975
D	U	M	A	D	D	P	D	P	0.007	0.993
D	U	M	A	D	D	P	T	P	0.055	0.945
D	U	M	A	D	P	B	D	P	0.064	0.936
D	U	M	A	D	P	B	T	P	0.242	0.758
D	U	M	A	D	P	D	D	P	0.012	0.988
D	U	M	A	D	P	D	T	P	0.111	0.889
D	U	M	A	D	P	P	D	P	0.013	0.987
D	U	M	A	D	P	P	T	P	0.1	0.9
D	U	M	A	N	B	B	D	P	0.399	0.601
D	U	M	A	N	B	B	T	P	0.5	0.5
D	U	M	A	N	B	D	D	P	0.24	0.76
D	U	M	A	N	B	D	T	P	0.323	0.677
D	U	M	A	N	B	P	D	P	0.25	0.75
D	U	M	A	N	B	P	T	P	0.337	0.663
D	U	M	A	N	D	B	D	P	0.305	0.695
D	U	M	A	N	D	B	T	P	0.418	0.582
D	U	M	A	N	D	D	D	P	0.103	0.897
D	U	M	A	N	D	D	T	P	0.175	0.825
D	U	M	A	N	D	P	D	P	0.148	0.852
D	U	M	A	N	D	P	T	P	0.243	0.757
D	U	M	A	N	P	B	D	P	0.272	0.728
D	U	M	A	N	P	B	T	P	0.436	0.564
D	U	M	A	N	P	D	D	P	0.156	0.844
D	U	M	A	N	P	D	T	P	0.271	0.729
D	U	M	A	N	P	P	D	P	0.156	0.844
D	U	M	A	N	P	P	T	P	0.285	0.715
D	U	M	D	D	B	B	D	P	0.182	0.818
D	U	M	D	D	B	B	T	B	0.518	0.482
D	U	M	D	D	B	D	D	P	0.076	0.924
D	U	M	D	D	B	D	T	P	0.288	0.712
D	U	M	D	D	B	P	D	P	0.071	0.929
D	U	M	D	D	B	P	T	P	0.28	0.72
D	U	M	D	D	D	B	D	P	0.085	0.915
D	U	M	D	D	D	B	T	P	0.31	0.69
D	U	M	D	D	D	D	D	P	0	1
D	U	M	D	D	D	D	T	P	0.065	0.935
D	U	M	D	D	D	P	D	P	0.008	0.992
D	U	M	D	D	D	P	T	P	0.108	0.892
D	U	M	D	D	P	B	D	P	0.109	0.891
D	U	M	D	D	P	B	T	P	0.413	0.587
D	U	M	D	D	P	D	D	P	0.024	0.976
D	U	M	D	D	P	D	T	P	0.193	0.807
D	U	M	D	D	P	P	D	P	0.018	0.982
D	U	M	D	D	P	P	T	P	0.18	0.82
D	U	M	D	N	B	B	D	B	0.758	0.242
D	U	M	D	N	B	B	T	B	0.942	0.058
D	U	M	D	N	B	D	D	P	0.46	0.54
D	U	M	D	N	B	D	T	B	0.641	0.359
D	U	M	D	N	B	P	D	P	0.44	0.56
D	U	M	D	N	B	P	T	B	0.66	0.34
D	U	M	D	N	D	B	D	B	0.545	0.455
D	U	M	D	N	D	B	T	B	0.754	0.246
D	U	M	D	N	D	D	D	P	0.237	0.763
D	U	M	D	N	D	D	T	P	0.42	0.58
D	U	M	D	N	D	P	D	P	0.314	0.686
D	U	M	D	N	D	P	T	B	0.544	0.456
D	U	M	D	N	P	B	D	B	0.569	0.431
D	U	M	D	N	P	B	T	B	0.842	0.158
D	U	M	D	N	P	D	D	P	0.399	0.601
D	U	M	D	N	P	D	T	B	0.564	0.436
D	U	M	D	N	P	P	D	P	0.35	0.65
D	U	M	D	N	P	P	T	B	0.579	0.421
D	U	M	N	D	B	B	D	B	0.54	0.46
D	U	M	N	D	B	B	T	B	0.714	0.286
D	U	M	N	D	B	D	D	P	0.325	0.675
D	U	M	N	D	B	D	T	P	0.496	0.504
D	U	M	N	D	B	P	D	P	0.401	0.599
D	U	M	N	D	B	P	T	B	0.543	0.457
D	U	M	N	D	D	B	D	P	0.405	0.595
D	U	M	N	D	D	B	T	B	0.512	0.488
D	U	M	N	D	D	D	D	P	0.194	0.806
D	U	M	N	D	D	D	T	P	0.303	0.697
D	U	M	N	D	D	P	D	P	0.372	0.628
D	U	M	N	D	D	P	T	P	0.449	0.551
D	U	M	N	D	P	B	D	P	0.453	0.547
D	U	M	N	D	P	B	T	B	0.662	0.338
D	U	M	N	D	P	D	D	P	0.248	0.752
D	U	M	N	D	P	D	T	P	0.446	0.554
D	U	M	N	D	P	P	D	P	0.29	0.71
D	U	M	N	D	P	P	T	P	0.5	0.5
D	U	M	N	N	B	B	D	B	0.892	0.108
D	U	M	N	N	B	B	T	B	0.969	0.031
D	U	M	N	N	B	D	D	B	0.616	0.384
D	U	M	N	N	B	D	T	B	0.739	0.261
D	U	M	N	N	B	P	D	B	0.671	0.329
D	U	M	N	N	B	P	T	B	0.764	0.236
D	U	M	N	N	D	B	D	B	0.743	0.257
D	U	M	N	N	D	B	T	B	0.865	0.135
D	U	M	N	N	D	D	D	P	0.461	0.539
D	U	M	N	N	D	D	T	B	0.618	0.382
D	U	M	N	N	D	P	D	B	0.631	0.369
D	U	M	N	N	D	P	T	B	0.764	0.236
D	U	M	N	N	P	B	D	B	0.787	0.213
D	U	M	N	N	P	B	T	B	0.912	0.088
D	U	M	N	N	P	D	D	B	0.555	0.445
D	U	M	N	N	P	D	T	B	0.705	0.295
D	U	M	N	N	P	P	D	B	0.634	0.366
D	U	M	N	N	P	P	T	B	0.776	0.224
D	U	M	P	D	B	B	D	P	0.494	0.506
D	U	M	P	D	B	B	T	B	0.653	0.347
D	U	M	P	D	B	D	D	P	0.396	0.604
D	U	M	P	D	B	D	T	B	0.513	0.487
D	U	M	P	D	B	P	D	P	0.422	0.578
D	U	M	P	D	B	P	T	B	0.511	0.489
D	U	M	P	D	D	B	D	P	0.396	0.604
D	U	M	P	D	D	B	T	B	0.52	0.48
D	U	M	P	D	D	D	D	P	0.364	0.636
D	U	M	P	D	D	D	T	P	0.39	0.61
D	U	M	P	D	D	P	D	P	0.395	0.605
D	U	M	P	D	D	P	T	P	0.449	0.551
D	U	M	P	D	P	B	D	P	0.467	0.533
D	U	M	P	D	P	B	T	B	0.613	0.387
D	U	M	P	D	P	D	D	P	0.371	0.629
D	U	M	P	D	P	D	T	P	0.468	0.532
D	U	M	P	D	P	P	D	P	0.412	0.588
D	U	M	P	D	P	P	T	P	0.47	0.53
D	U	M	P	N	B	B	D	B	0.85	0.15
D	U	M	P	N	B	B	T	B	0.947	0.053
D	U	M	P	N	B	D	D	B	0.616	0.384
D	U	M	P	N	B	D	T	B	0.753	0.247
D	U	M	P	N	B	P	D	B	0.633	0.367
D	U	M	P	N	B	P	T	B	0.763	0.237
D	U	M	P	N	D	B	D	B	0.689	0.311
D	U	M	P	N	D	B	T	B	0.825	0.175
D	U	M	P	N	D	D	D	P	0.485	0.515
D	U	M	P	N	D	D	T	B	0.618	0.382
D	U	M	P	N	D	P	D	B	0.554	0.446
D	U	M	P	N	D	P	T	B	0.7	0.3
D	U	M	P	N	P	B	D	B	0.738	0.262
D	U	M	P	N	P	B	T	B	0.888	0.112
D	U	M	P	N	P	D	D	B	0.562	0.438
D	U	M	P	N	P	D	T	B	0.709	0.291
D	U	M	P	N	P	P	D	B	0.577	0.423
D	U	M	P	N	P	P	T	B	0.739	0.261
D	U	L	A	D	B	B	D	P	0.183	0.817
D	U	L	A	D	B	B	T	P	0.337	0.663
D	U	L	A	D	B	D	D	P	0.106	0.894
D	U	L	A	D	B	D	T	P	0.209	0.791
D	U	L	A	D	B	P	D	P	0.11	0.89
D	U	L	A	D	B	P	T	P	0.204	0.796
D	U	L	A	D	D	B	D	P	0.1	0.9
D	U	L	A	D	D	B	T	P	0.215	0.785
D	U	L	A	D	D	D	D	P	0.006	0.994
D	U	L	A	D	D	D	T	P	0.05	0.95
D	U	L	A	D	D	P	D	P	0.032	0.968
D	U	L	A	D	D	P	T	P	0.096	0.904
D	U	L	A	D	P	B	D	P	0.099	0.901
D	U	L	A	D	P	B	T	P	0.274	0.726
D	U	L	A	D	P	D	D	P	0.05	0.95
D	U	L	A	D	P	D	T	P	0.148	0.852
D	U	L	A	D	P	P	D	P	0.037	0.963
D	U	L	A	D	P	P	T	P	0.139	0.861
D	U	L	A	N	B	B	D	P	0.47	0.53
D	U	L	A	N	B	B	T	B	0.525	0.475
D	U	L	A	N	B	D	D	P	0.278	0.722
D	U	L	A	N	B	D	T	P	0.358	0.642
D	U	L	A	N	B	P	D	P	0.296	0.704
D	U	L	A	N	B	P	T	P	0.352	0.648
D	U	L	A	N	D	B	D	P	0.404	0.596
D	U	L	A	N	D	B	T	P	0.487	0.513
D	U	L	A	N	D	D	D	P	0.149	0.851
D	U	L	A	N	D	D	T	P	0.244	0.756
D	U	L	A	N	D	P	D	P	0.241	0.759
D	U	L	A	N	D	P	T	P	0.316	0.684
D	U	L	A	N	P	B	D	P	0.362	0.638
D	U	L	A	N	P	B	T	P	0.478	0.522
D	U	L	A	N	P	D	D	P	0.213	0.787
D	U	L	A	N	P	D	T	P	0.334	0.666
D	U	L	A	N	P	P	D	P	0.234	0.766
D	U	L	A	N	P	P	T	P	0.352	0.648
D	U	L	D	D	B	B	D	P	0.351	0.649
D	U	L	D	D	B	B	T	B	0.718	0.282
D	U	L	D	D	B	D	D	P	0.18	0.82
D	U	L	D	D	B	D	T	P	0.407	0.593
D	U	L	D	D	B	P	D	P	0.172	0.828
D	U	L	D	D	B	P	T	P	0.409	0.591
D	U	L	D	D	D	B	D	P	0.165	0.835
D	U	L	D	D	D	B	T	P	0.419	0.581
D	U	L	D	D	D	D	D	P	0.01	0.99
D	U	L	D	D	D	D	T	P	0.103	0.897
D	U	L	D	D	D	P	D	P	0.051	0.949
D	U	L	D	D	D	P	T	P	0.194	0.806
D	U	L	D	D	P	B	D	P	0.185	0.815
D	U	L	D	D	P	B	T	B	0.568	0.432
D	U	L	D	D	P	D	D	P	0.098	0.902
D	U	L	D	D	P	D	T	P	0.282	0.718
D	U	L	D	D	P	P	D	P	0.063	0.937
D	U	L	D	D	P	P	T	P	0.28	0.72
D	U	L	D	N	B	B	D	B	0.888	0.112
D	U	L	D	N	B	B	T	B	0.986	0.014
D	U	L	D	N	B	D	D	B	0.559	0.441
D	U	L	D	N	B	D	T	B	0.723	0.277
D	U	L	D	N	B	P	D	B	0.599	0.401
D	U	L	D	N	B	P	T	B	0.746	0.254
D	U	L	D	N	D	B	D	B	0.73	0.27
D	U	L	D	N	D	B	T	B	0.877	0.123
D	U	L	D	N	D	D	D	P	0.348	0.652
D	U	L	D	N	D	D	T	B	0.6	0.4
D	U	L	D	N	D	P	D	B	0.538	0.462
D	U	L	D	N	D	P	T	B	0.767	0.233
D	U	L	D	N	P	B	D	B	0.771	0.229
D	U	L	D	N	P	B	T	B	0.952	0.048
D	U	L	D	N	P	D	D	P	0.498	0.502
D	U	L	D	N	P	D	T	B	0.696	0.304
D	U	L	D	N	P	P	D	B	0.54	0.46
D	U	L	D	N	P	P	T	B	0.817	0.183
D	U	L	N	D	B	B	D	B	0.677	0.323
D	U	L	N	D	B	B	T	B	0.806	0.194
D	U	L	N	D	B	D	D	P	0.409	0.591
D	U	L	N	D	B	D	T	B	0.547	0.453
D	U	L	N	D	B	P	D	P	0.498	0.502
D	U	L	N	D	B	P	T	B	0.613	0.387
D	U	L	N	D	D	B	D	P	0.481	0.519
D	U	L	N	D	D	B	T	B	0.558	0.442
D	U	L	N	D	D	D	D	P	0.213	0.787
D	U	L	N	D	D	D	T	P	0.298	0.702
D	U	L	N	D	D	P	D	P	0.419	0.581
D	U	L	N	D	D	P	T	P	0.486	0.514
D	U	L	N	D	P	B	D	B	0.531	0.469
D	U	L	N	D	P	B	T	B	0.699	0.301
D	U	L	N	D	P	D	D	P	0.334	0.666
D	U	L	N	D	P	D	T	P	0.477	0.523
D	U	L	N	D	P	P	D	P	0.412	0.588
D	U	L	N	D	P	P	T	B	0.57	0.43
D	U	L	N	N	B	B	D	B	0.957	0.043
D	U	L	N	N	B	B	T	B	0.994	0.006
D	U	L	N	N	B	D	D	B	0.672	0.328
D	U	L	N	N	B	D	T	B	0.795	0.205
D	U	L	N	N	B	P	D	B	0.718	0.282
D	U	L	N	N	B	P	T	B	0.79	0.21
D	U	L	N	N	D	B	D	B	0.845	0.155
D	U	L	N	N	D	B	T	B	0.933	0.067
D	U	L	N	N	D	D	D	B	0.554	0.446
D	U	L	N	N	D	D	T	B	0.726	0.274
D	U	L	N	N	D	P	D	B	0.747	0.253
D	U	L	N	N	D	P	T	B	0.846	0.154
D	U	L	N	N	P	B	D	B	0.898	0.102
D	U	L	N	N	P	B	T	B	0.968	0.032
D	U	L	N	N	P	D	D	B	0.642	0.358
D	U	L	N	N	P	D	T	B	0.772	0.228
D	U	L	N	N	P	P	D	B	0.753	0.247
D	U	L	N	N	P	P	T	B	0.849	0.151
D	U	L	P	D	B	B	D	B	0.583	0.417
D	U	L	P	D	B	B	T	B	0.763	0.237
D	U	L	P	D	B	D	D	P	0.454	0.546
D	U	L	P	D	B	D	T	B	0.562	0.438
D	U	L	P	D	B	P	D	P	0.465	0.535
D	U	L	P	D	B	P	T	B	0.573	0.427
D	U	L	P	D	D	B	D	P	0.447	0.553
D	U	L	P	D	D	B	T	B	0.585	0.415
D	U	L	P	D	D	D	D	P	0.343	0.657
D	U	L	P	D	D	D	T	P	0.387	0.613
D	U	L	P	D	D	P	D	P	0.398	0.602
D	U	L	P	D	D	P	T	P	0.483	0.517
D	U	L	P	D	P	B	D	P	0.49	0.51
D	U	L	P	D	P	B	T	B	0.691	0.309
D	U	L	P	D	P	D	D	P	0.407	0.593
D	U	L	P	D	P	D	T	B	0.501	0.499
D	U	L	P	D	P	P	D	P	0.429	0.571
D	U	L	P	D	P	P	T	B	0.522	0.478
D	U	L	P	N	B	B	D	B	0.91	0.09
D	U	L	P	N	B	B	T	B	0.97	0.03
D	U	L	P	N	B	D	D	B	0.683	0.317
D	U	L	P	N	B	D	T	B	0.788	0.212
D	U	L	P	N	B	P	D	B	0.714	0.286
D	U	L	P	N	B	P	T	B	0.792	0.208
D	U	L	P	N	D	B	D	B	0.795	0.205
D	U	L	P	N	D	B	T	B	0.9	0.1
D	U	L	P	N	D	D	D	B	0.561	0.439
D	U	L	P	N	D	D	T	B	0.71	0.29
D	U	L	P	N	D	P	D	B	0.673	0.327
D	U	L	P	N	D	P	T	B	0.798	0.202
D	U	L	P	N	P	B	D	B	0.825	0.175
D	U	L	P	N	P	B	T	B	0.939	0.061
D	U	L	P	N	P	D	D	B	0.627	0.373
D	U	L	P	N	P	D	T	B	0.756	0.244
D	U	L	P	N	P	P	D	B	0.688	0.312
D	U	L	P	N	P	P	T	B	0.828	0.172
D	U	N	A	D	B	B	D	P	0.219	0.781
D	U	N	A	D	B	B	T	P	0.341	0.659
D	U	N	A	D	B	D	D	P	0.122	0.878
D	U	N	A	D	B	D	T	P	0.228	0.772
D	U	N	A	D	B	P	D	P	0.134	0.866
D	U	N	A	D	B	P	T	P	0.219	0.781
D	U	N	A	D	D	B	D	P	0.098	0.902
D	U	N	A	D	D	B	T	P	0.178	0.822
D	U	N	A	D	D	D	D	P	0.011	0.989
